research_id,university,title,authors,publication_year,publication_date,abstract,research_field,tech_category,journal,doi,url,source,publication_period,title_length
PNU-902,PNU,a new three-parameter inverse weibull distribution with medical and engineering applications,N. Mujafarkani; F.M. Mashood Ahamed; K. Suresh Babu; Sandip Debnath; Amany A. Sayed; Ghadeer M. Albadrani; Muath Q. Al-Ghadi; Vinoth Kumarasamy; Vetriselvan Subramaniyan; Chinnaperumal Kamaraj; Mohamed M. Abdel-Daim,2023,,,scientific,,Heliyon,10.1016/j.heliyon.2023.e20459,https://doi.org/10.1016/j.heliyon.2023.e20459,PNU Open Data,2023,92
PNU-903,PNU,a novel modified alpha power transformed weibull distribution and its engineering applications,Shams A.M. Issa; Albandari W. Alrowaily; Celestine Oche; A.M.A. Henaish; M.M.Abou Halaka; Naifa S. Alatawi; Hesham M.H. Zakaly,2023,,,scientific,,Materials Today Communications,10.1016/j.mtcomm.2023.107177,https://doi.org/10.1016/j.mtcomm.2023.107177,PNU Open Data,2023,94
PNU-905,PNU,a solution of a nonlinear volterra integral equation with delay via a faster iteration method,Laila A. Al-Essa; Mustapha Muhammad; M. H. Tahir; Badamasi Abba; Jinsen Xiao; Farrukh Jamal,2023,,,scientific,,IEEE Access,10.1109/access.2023.3276904,https://doi.org/10.1109/access.2023.3276904,PNU Open Data,2023,93
PNU-910,PNU,an extended kdv6 hierarchy of nonlinear evolution equations: painlevé integrability and variety of branches of resonances,Hanaa H. Morsi; Sabha M. El-Sabbagh; Ahlam A. Mehesen; Ahmed D. Mohamed; Maha Al-Harbi; Amr Elkelish; Mostafa M. El-Sheekh; Abdullah A. Saber,2023,2023-05-26,"<jats:p>Finding alternative powerful antibacterial drugs of natural origins is, today, a crucial prerequisite due to the resistance of some bacterial strains to commercial and widely-used medications. Algae are characterized by their bioactive constituents and have a wide spectrum of biotechnological aspects, particularly antibacterial implications. During this study, four concentrations (5, 10, 20, and 40 mg mL–1) of the Egyptian untapped green microalga Rhizoclonium hieroglyphicum (Chlorophyta) were prepared using the polar solvents ethanol, methanol, and acetone. The antibacterial activity of the above-mentioned extracts was assessed, using the agar disc diffusion technique against three pathogenic bacteria, Staphylococcus aureus ATCC 6538, Escherichia coli ATCC 8739, and Pseudomonas aeruginosa ATCC 9027, which was compared to standard antibiotics. The minimal inhibitory concentrations (MICs) were also assessed and determined using a broth dilution assay. Our findings revealed that the R. hieroglyphicum ethanolic extract exhibited the most potent antibacterial effect and its MICs values were 0.533, 2.25, and 5.34 mg mL–1 against P. aeruginosa, E. coli, and S. aureus, respectively. A gas chromatography–mass spectrometry (GC–MS) approach to the crude R. hieroglyphicum ethanolic extract uncovered 30 different bioactive constituents, mainly including long-chain polyunsaturated and saturated fatty acids such as myristic (C14:0), palmitic (C16:0), stearic (C18:0), α-linolenic (C18:3; ω–3), and oleic (C18:1, ω–9) acids, which synergistically make this potent antibacterial action. The mechanism of action of these fatty acids was also discussed. Conclusively, R. hieroglyphicum could be a good candidate for the production and development of promising antibacterial agents.</jats:p>",scientific,,Water,10.3390/w15112030,https://doi.org/10.3390/w15112030,PNU Open Data,2023,121
PNU-917,PNU,binder-free cupric-ion containing zinc sulfide nanoplates-like structure for flexible energy storage devices,Aicha Elaouni; M. El Ouardi; A. BaQais; M. Arab; M. Saadi; H. Ait Ahsaine,2023,,"<jats:p>
                    This review paper provides a comprehensive overview of the recent trends in bismuth tungstate (Bi
                    <jats:sub>2</jats:sub>
                    WO
                    <jats:sub>6</jats:sub>
                    ) research, covering its structural, electrical, photoluminescent, and photocatalytic properties.
                  </jats:p>",scientific,,RSC Advances,10.1039/d3ra01987j,https://doi.org/10.1039/d3ra01987j,PNU Open Data,2023,108
PNU-938,PNU,exact solutions and finite time stability of linear conformable fractional systems with pure delay,Xiaofeng Zhang; Muhammad Sufyan Javed; Syed Shoaib Ahmad Shah; Fahim Ahmed; Iftikhar Hussain; Fatimah M. Alzahrani; Norah S. Alsaiari; Sayed M. Eldin; Mohd Zahid Ansari; Weihua Han,2023,,,scientific,,Electrochimica Acta,10.1016/j.electacta.2023.142654,https://doi.org/10.1016/j.electacta.2023.142654,PNU Open Data,2023,98
PNU-940,PNU,"exploring the detailed spectroscopic characteristics, chemical and biological activity of three pyrone derivatives using experimental and theoretical tools",Wael W. Mohammed; Farah M. Al-Askar; Clemente Cesarano; M. El-Morshedy,2023,2023-05-22,"<jats:p>We take into account the stochastic Boiti–Leon–Manna–Pempinelli equation (SBLMPE), which is perturbed by a multiplicative Brownian motion. By applying He’s semi-inverse method and the Riccati equation mapping method, we can acquire the solutions of the SBLMPE. Since the Boiti–Leon–Manna–Pempinelli equation is utilized to explain incompressible liquid in fluid mechanics, the acquired solutions may be applied to explain a lot of fascinating physical phenomena. To address how Brownian motion effects the exact solutions of the SBLMPE, we present some 2D and 3D diagrams.</jats:p>",scientific,,Mathematics,10.3390/math11102390,https://doi.org/10.3390/math11102390,PNU Open Data,2023,155
PNU-941,PNU,facile synthesis of cuzro3@ppy nanohybrid balls embedded 3-dimensional network with synergistic effect for efficient oxygen evolution reaction,M. A. Sayed; Beriham Basha; Nuha Al-Harbi; Ateyyah M. Al-Baradi; Kh. S. Shaaban,2023,2023-05-24,,scientific,,The European Physical Journal Plus,10.1140/epjp/s13360-023-04079-x,https://doi.org/10.1140/epjp/s13360-023-04079-x,PNU Open Data,2023,142
PNU-948,PNU,graphatic-c3n4@moo3 heterostructure synthesis via a facile green route and their visible light-driven photocatalytic activity for the degradation of rhodamine b dye,Refah Alotaibi; Mazen Nassar; Ahmed Elshahhat,2023,2023-04-26,"<jats:p>This paper deals with the statistical inference of the unknown parameter and some life parameters of inverse Lindley distribution under the assumption that the data are adaptive Type-II progressively censored. The maximum likelihood method is considered to acquire the point and interval estimates of the distribution parameter, reliability, and hazard rate functions. The approximate confidence intervals are also addressed. The delta method is taken into consideration to approximate the variances of the estimators of the reliability and hazard rate functions to get the required intervals. Based on the assumption of gamma prior, we further consider Bayesian estimation of the different parameters. The Bayes estimates are obtained by considering squared error and general entropy loss functions. The Bayes estimates and highest posterior density credible intervals are obtained by employing the Markov chain Monte Carlo procedure. An exhaustive numerical study is conducted to compare the offered estimates with regard to their root means squared error, relative absolute biases, confidence lengths, and coverage probabilities. To explain the suggested methods, two applications are investigated. The numerical findings show that the Bayes estimates perform better than those obtained based on the maximum likelihood method. The Bayesian estimations using the asymmetric loss function give more efficient estimates than the symmetric loss. Finally, the inverse Lindley distribution is recommended to be used as a suitable model to fit airborne communication transceiver and wooden toys data sets when compared with some competitive models including inverse Weibull, inverse gamma and alpha power inverted exponential.</jats:p>",scientific,,Axioms,10.3390/axioms12050427,https://doi.org/10.3390/axioms12050427,PNU Open Data,2023,164
PNU-950,PNU,"green synthesis and characterization of cuo nanoparticles using halymenia dilatata extract and its evaluation of antimicrobial, anticancer activity",Ghada ALMisned; Ziad Y. Khattari; Elaf Rabaa; Yasser S. Rammah; Duygu Sen Baykal; Gokhan Kilic; Hesham M. H. Zakaly; Antoaneta Ene; Huseyin Ozan Tekin,2023,2023-05-17,"<jats:title>Abstract</jats:title><jats:p>We report a correlation outcome for mechanical and gamma-ray transmission properties of tellurite glasses by increasing tungsten(<jats:sc>vi</jats:sc>) oxide concentration in glass structure. The mechanical properties as well as Poisson’s ratio (<jats:italic>σ</jats:italic>) of the studied glasses are estimated by applying Makishima–Mackenzie model. Gamma-ray attenuation properties using various fundamental parameters are determined in 0.015–15 MeV energy range. Poisson’s ratio (<jats:italic>σ</jats:italic>) decreased from 0.43017 to 0.42711, while all elastic moduli increased linearly with the molar increment of either [WO<jats:sub>3</jats:sub>] or [TeO<jats:sub>2</jats:sub>] in the molecular structure of the glass network. Moreover, gamma-ray attenuation properties are enhanced as a function of increasing WO<jats:sub>3</jats:sub>substitution amount from 30 to 50% mol in the glass structure. Half-value layer values at 15 MeV are found to be between 2.648 and 2.8614 cm. I4 samples with a composition of 20TeO<jats:sub>2</jats:sub>–50WO<jats:sub>3</jats:sub>–30GdF<jats:sub>3</jats:sub>and density of 6.0530 g/cm<jats:sup>3</jats:sup>was found to have superior material properties in terms of elastic and gamma-ray attenuation properties. It can be concluded that maximized WO<jats:sub>3</jats:sub>contribution into the tellurite glasses may be considered as a critical tool in terms of establishing a symmetry between mechanical and gamma-ray attenuation properties for high-density tellurite glasses for their potential utilization in nuclear waste management, radiation shielding, and radioactive source transportation purposes.</jats:p>",scientific,,Applied Rheology,10.1515/arh-2022-0151,https://doi.org/10.1515/arh-2022-0151,PNU Open Data,2023,147
PNU-951,PNU,green synthesis of silver nanoparticles (ag-nps) using debregeasia salicifolia for biological applications,Waleed H. El-Garaihy; Amal BaQais; Abdulrahman I. Alateyah; Mohammed F. Alsharekh; Majed O. Alawad; Mahmoud Shaban; Fahad Nasser Alsunaydih; Mokhtar Kamel,2023,2023-05-20,"<jats:p>Commercial pure Mg specimens were processed through equal channel angular pressing (ECAP) using two dies with die angles of 90° and 120°. Mg billets were processed up to four passes via different route types. Machine learning (ML) techniques were adopted to estimate the ECAP parameters and verify the experimental findings. Several ML techniques were employed to estimate the effect ECAP parameters of pure Mg on microstructural evolution, Vicker’s microhardness (HV), and tensile properties for ECAP billets and their as-annealed (AA) counterparts. Electron back-scatter diffraction (EBSD) was applied to determine the structural evolution and crystallographic texture both prior to and following the ECAP process for the Mg billets. EBSD analysis showed that route Bc is the most effective route in grain refinement, and four passes of route Bc experienced a significant refinement of 86% compared to the AA condition. Furthermore, the crystallographic texture showed that four passes of route Bc produced the most robust texture that was greater than 26.21 times random. ML findings revealed that the grain size demonstrated a strong correlation of −0.67 with rising number of passes, while ϕ affected the grain size strongly with 0.83. When adopting a 90°-die to accumulate the plastic strain up to 4Bc, the subsequent HV was indeed 111% higher than that of the AA equivalent. From ML findings it was clear that the number of passes was the most significant parameter on the Mg HV values, while ECAP channel angle (ϕ) revealed high correlation factor with HV values as well. Furthermore, four passes of route Bc with ϕ = 90° and 120° led to a significant increase of the tensile strength by 44.7%% and 35.7%, respectively, compared to the AA counterpart. ML findings revealed that the tensile strength was affected by the increasing number of passes with a strong correlation of 0.81, while affecting ductility moderately with 0.47.</jats:p>",scientific,,Applied Sciences,10.3390/app13106279,https://doi.org/10.3390/app13106279,PNU Open Data,2023,106
